#  X_0 = X0p674487; Z_0 = Z0p015513
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
   0.0100 0.5590658  3.5766 -0.8381  4.2801  8.093  1.354  1.412  0.895  1.789  0.855  0.123  3.730
   0.0100 0.5829800  3.5801 -0.8090  4.2830  7.982  1.367  1.404  0.887  1.763  0.852  0.120  3.678
   0.0100 0.6058177  3.5837 -0.7811  4.2862  7.871  1.378  1.396  0.879  1.736  0.848  0.118  3.621
   0.0100 0.6306926  3.5872 -0.7525  4.2892  7.758  1.387  1.387  0.871  1.711  0.843  0.115  3.561
   0.0100 0.6552764  3.5908 -0.7244  4.2919  7.643  1.394  1.377  0.864  1.686  0.837  0.113  3.497
   0.0100 0.6796230  3.5944 -0.6966  4.2944  7.528  1.400  1.367  0.857  1.661  0.830  0.111  3.429
   0.0100 0.7035360  3.5980 -0.6693  4.2966  7.412  1.404  1.356  0.851  1.637  0.822  0.109  3.357
   0.0100 0.7264428  3.6016 -0.6422  4.2978  7.294  1.406  1.344  0.844  1.613  0.814  0.108  3.280
   0.0100 0.7431277  3.6056 -0.6206  4.3019  7.197  1.402  1.331  0.832  1.580  0.804  0.106  3.218
   0.0100 0.7495677  3.6099 -0.6084  4.3110  7.122  1.392  1.316  0.815  1.539  0.792  0.104  3.156
   0.0100 0.7553699  3.6143 -0.5950  4.3183  7.048  1.377  1.300  0.797  1.497  0.779  0.102  3.099
   0.0100 0.7650725  3.6185 -0.5773  4.3228  6.966  1.360  1.285  0.777  1.454  0.766  0.101  3.047
   0.0100 0.7847856  3.6222 -0.5517  4.3232  6.870  1.341  1.270  0.758  1.413  0.753  0.099  3.004
   0.0100 0.8025538  3.6260 -0.5274  4.3240  6.779  1.318  1.254  0.737  1.370  0.739  0.098  2.963
   0.0100 0.8205336  3.6299 -0.5030  4.3245  6.689  1.296  1.239  0.718  1.330  0.726  0.097  2.923
   0.0100 0.8384268  3.6337 -0.4784  4.3246  6.599  1.276  1.224  0.703  1.298  0.717  0.096  2.882
   0.0100 0.8567606  3.6375 -0.4539  4.3247  6.511  1.256  1.210  0.690  1.269  0.709  0.096  2.842
   0.0100 0.8747644  3.6413 -0.4289  4.3239  6.424  1.234  1.195  0.677  1.241  0.701  0.096  2.805
   0.0100 0.8923994  3.6451 -0.4039  4.3227  6.338  1.211  1.181  0.665  1.216  0.694  0.096  2.770
   0.0100 0.9095251  3.6489 -0.3794  4.3217  6.255  1.187  1.166  0.654  1.192  0.687  0.097  2.736
   0.0100 0.9264865  3.6527 -0.3548  4.3204  6.174  1.161  1.151  0.644  1.171  0.682  0.098  2.704
   0.0100 0.9429132  3.6565 -0.3308  4.3195  6.088  1.133  1.133  0.630  1.143  0.673  0.097  2.661
   0.0100 0.9588689  3.6604 -0.3067  4.3180  5.999  1.104  1.114  0.614  1.113  0.664  0.097  2.615
   0.0100 0.9743519  3.6642 -0.2826  4.3163  5.910  1.073  1.094  0.598  1.082  0.654  0.096  2.566
   0.0100 0.9894969  3.6681 -0.2586  4.3144  5.820  1.040  1.072  0.581  1.051  0.644  0.094  2.514
   0.0100 1.0044037  3.6719 -0.2347  4.3124  5.729  1.005  1.050  0.563  1.018  0.634  0.093  2.460
   0.0100 1.0189876  3.6758 -0.2108  4.3101  5.637  0.969  1.026  0.545  0.985  0.623  0.091  2.404
   0.0100 1.0332881  3.6797 -0.1869  4.3078  5.551  0.930  1.005  0.530  0.960  0.612  0.090  2.352
   0.0100 1.0474020  3.6835 -0.1629  4.3051  5.468  0.889  0.984  0.518  0.938  0.601  0.088  2.303
   0.0100 1.0611082  3.6874 -0.1391  4.3024  5.386  0.846  0.964  0.507  0.920  0.590  0.087  2.254
   0.0100 1.0742430  3.6913 -0.1156  4.2997  5.307  0.800  0.943  0.497  0.904  0.579  0.085  2.206
   0.0100 1.0877834  3.6951 -0.0913  4.2962  5.228  0.753  0.923  0.489  0.891  0.567  0.083  2.158
   0.0100 1.1014231  3.6989 -0.0665  4.2920  5.150  0.704  0.903  0.481  0.881  0.556  0.081  2.111
   0.0100 1.1146852  3.7027 -0.0419  4.2878  5.074  0.661  0.883  0.474  0.869  0.547  0.079  2.073
   0.0100 1.1275504  3.7065 -0.0174  4.2836  5.001  0.618  0.864  0.467  0.858  0.540  0.078  2.037
   0.0100 1.1403675  3.7103  0.0073  4.2790  4.929  0.576  0.844  0.461  0.849  0.533  0.077  2.005
   0.0100 1.1533904  3.7141  0.0325  4.2739  4.858  0.535  0.825  0.455  0.841  0.527  0.075  1.977
   0.0100 1.1661534  3.7179  0.0579  4.2683  4.789  0.495  0.806  0.451  0.835  0.522  0.074  1.952
   0.0100 1.1783875  3.7216  0.0834  4.2623  4.719  0.456  0.788  0.446  0.828  0.516  0.073  1.925
   0.0100 1.1903138  3.7254  0.1090  4.2561  4.645  0.421  0.771  0.439  0.818  0.506  0.072  1.890
   0.0100 1.2020631  3.7291  0.1350  4.2492  4.570  0.387  0.754  0.433  0.808  0.495  0.070  1.854
   0.0100 1.2139496  3.7328  0.1615  4.2417  4.494  0.356  0.738  0.426  0.797  0.484  0.069  1.816
   0.0100 1.2257007  3.7364  0.1883  4.2338  4.416  0.326  0.722  0.419  0.786  0.472  0.068  1.778
   0.0100 1.2369895  3.7401  0.2154  4.2253  4.338  0.298  0.707  0.412  0.774  0.459  0.067  1.738
   0.0100 1.2482695  3.7437  0.2429  4.2161  4.260  0.269  0.691  0.404  0.761  0.447  0.065  1.701
   0.0100 1.2595799  3.7472  0.2710  4.2062  4.181  0.241  0.676  0.396  0.748  0.435  0.063  1.664
   0.0100 1.2705058  3.7508  0.2994  4.1957  4.101  0.214  0.661  0.388  0.734  0.423  0.061  1.627
   0.0100 1.2809455  3.7543  0.3282  4.1845  4.020  0.187  0.646  0.380  0.719  0.412  0.058  1.591
   0.0100 1.2915857  3.7577  0.3580  4.1720  3.938  0.162  0.632  0.371  0.704  0.400  0.056  1.555
   0.0100 1.3018156  3.7611  0.3877  4.1594  3.856  0.140  0.618  0.363  0.690  0.389  0.054  1.521
   0.0100 1.3115563  3.7645  0.4178  4.1462  3.774  0.122  0.605  0.356  0.676  0.381  0.053  1.493
   0.0100 1.3213775  3.7679  0.4487  4.1319  3.691  0.107  0.592  0.348  0.663  0.373  0.052  1.468
   0.0100 1.3309491  3.7712  0.4796  4.1173  3.608  0.095  0.580  0.341  0.650  0.367  0.052  1.445
   0.0100 1.3399550  3.7745  0.5104  4.1028  3.526  0.085  0.569  0.334  0.637  0.361  0.053  1.424
   0.0100 1.3491959  3.7778  0.5418  4.0875  3.444  0.077  0.558  0.327  0.624  0.356  0.053  1.405
   0.0100 1.3580972  3.7811  0.5726  4.0728  3.360  0.069  0.547  0.320  0.611  0.348  0.053  1.377
   0.0100 1.3668244  3.7845  0.6029  4.0588  3.278  0.061  0.535  0.313  0.598  0.339  0.052  1.345
   0.0100 1.3756584  3.7879  0.6331  4.0450  3.195  0.055  0.524  0.306  0.585  0.330  0.051  1.310
   0.0100 1.3843397  3.7913  0.6627  4.0319  3.113  0.050  0.513  0.300  0.572  0.319  0.049  1.274
   0.0100 1.3927092  3.7949  0.6910  4.0205  3.034  0.046  0.501  0.293  0.559  0.308  0.047  1.233
   0.0100 1.4012153  3.7985  0.7190  4.0093  2.957  0.041  0.490  0.286  0.545  0.297  0.046  1.194
   0.0100 1.4093837  3.8021  0.7456  3.9999  2.883  0.037  0.477  0.278  0.531  0.286  0.044  1.155
   0.0100 1.4169148  3.8060  0.7696  3.9937  2.816  0.032  0.465  0.270  0.516  0.274  0.043  1.114
   0.0100 1.4244550  3.8098  0.7932  3.9878  2.751  0.027  0.452  0.262  0.501  0.262  0.041  1.073
   0.0100 1.4321561  3.8137  0.8164  3.9825  2.686  0.024  0.439  0.254  0.486  0.249  0.040  1.031
   0.0100 1.4392322  3.8178  0.8373  3.9799  2.628  0.022  0.426  0.246  0.471  0.237  0.039  0.989
   0.0100 1.4462018  3.8218  0.8571  3.9785  2.573  0.023  0.413  0.238  0.457  0.225  0.038  0.946
   0.0100 1.4528168  3.8260  0.8751  3.9791  2.522  0.024  0.399  0.230  0.442  0.213  0.037  0.903
   0.0100 1.4588962  3.8303  0.8908  3.9823  2.478  0.026  0.386  0.222  0.428  0.200  0.036  0.860
   0.0100 1.4648156  3.8346  0.9051  3.9870  2.438  0.025  0.372  0.212  0.411  0.190  0.035  0.822
   0.0100 1.4703017  3.8389  0.9173  3.9938  2.404  0.023  0.358  0.202  0.393  0.181  0.034  0.787
   0.0100 1.4754161  3.8434  0.9277  4.0026  2.376  0.021  0.344  0.191  0.374  0.172  0.032  0.755
   0.0100 1.4805175  3.8478  0.9368  4.0128  2.351  0.023  0.331  0.182  0.358  0.165  0.032  0.723
   0.0100 1.4854713  3.8523  0.9442  4.0247  2.330  0.032  0.320  0.175  0.347  0.159  0.031  0.692
   0.0100 1.4906657  3.8568  0.9502  4.0383  2.312  0.045  0.310  0.169  0.338  0.155  0.031  0.661
   0.0100 1.4963636  3.8613  0.9543  4.0540  2.298  0.060  0.301  0.163  0.331  0.152  0.032  0.632
   0.0100 1.5030700  3.8658  0.9550  4.0733  2.294  0.071  0.289  0.155  0.319  0.147  0.031  0.600
   0.0100 1.5122376  3.8703  0.9486  4.1002  2.308  0.082  0.278  0.146  0.307  0.143  0.031  0.569
   0.0100 1.5285122  3.8736  0.9202  4.1463  2.378  0.086  0.271  0.140  0.299  0.140  0.030  0.548
   0.0100 1.5474576  3.8725  0.8769  4.1909  2.489  0.078  0.276  0.144  0.304  0.142  0.030  0.557
   0.0100 1.5802182  3.8711  0.8402  4.2309  2.583  0.070  0.281  0.148  0.310  0.143  0.030  0.570
   0.0100 1.5991258  3.8753  0.8579  4.2351  2.536  0.081  0.270  0.139  0.298  0.139  0.029  0.540
   0.0100 1.6091734  3.8794  0.8773  4.2348  2.488  0.087  0.258  0.132  0.286  0.135  0.029  0.512
   0.0100 1.6173094  3.8835  0.8962  4.2345  2.442  0.090  0.245  0.126  0.274  0.130  0.029  0.484
   0.0100 1.6243780  3.8876  0.9147  4.2345  2.399  0.091  0.231  0.120  0.261  0.125  0.029  0.457
   0.0100 1.6308379  3.8918  0.9326  4.2350  2.357  0.092  0.217  0.114  0.248  0.120  0.028  0.430
   0.0100 1.6369007  3.8960  0.9501  4.2359  2.317  0.095  0.204  0.107  0.234  0.113  0.028  0.405
   0.0100 1.6426979  3.9002  0.9670  4.2374  2.280  0.098  0.190  0.099  0.219  0.106  0.027  0.381
   0.0100 1.6483349  3.9044  0.9834  4.2394  2.244  0.100  0.176  0.091  0.204  0.098  0.027  0.357
   0.0100 1.6538998  3.9087  0.9994  4.2419  2.211  0.102  0.162  0.084  0.191  0.091  0.026  0.334
   0.0100 1.6594606  3.9129  1.0148  4.2449  2.180  0.103  0.148  0.078  0.179  0.083  0.025  0.311
   0.0100 1.6651333  3.9172  1.0298  4.2486  2.152  0.103  0.134  0.072  0.168  0.075  0.023  0.288
   0.0100 1.6710421  3.9215  1.0441  4.2530  2.125  0.101  0.122  0.066  0.156  0.069  0.022  0.266
   0.0100 1.6773946  3.9259  1.0576  4.2585  2.101  0.097  0.110  0.060  0.146  0.063  0.021  0.246
   0.0100 1.6843275  3.9302  1.0702  4.2651  2.080  0.092  0.099  0.054  0.136  0.058  0.019  0.225
   0.0100 1.6917057  3.9346  1.0821  4.2726  2.062  0.086  0.089  0.049  0.126  0.054  0.019  0.204
   0.0100 1.6997929  3.9390  1.0931  4.2813  2.047  0.077  0.079  0.045  0.116  0.051  0.019  0.182
   0.0100 1.7089829  3.9434  1.1029  4.2916  2.036  0.068  0.069  0.041  0.106  0.049  0.019  0.161
   0.0100 1.7201357  3.9479  1.1111  4.3041  2.029  0.059  0.060  0.036  0.097  0.045  0.018  0.142
   0.0100 1.7354577  3.9524  1.1171  4.3199  2.029  0.049  0.052  0.031  0.088  0.042  0.018  0.124
   0.0100 1.7578980  3.9569  1.1235  4.3370  2.027  0.040  0.044  0.026  0.079  0.039  0.016  0.108
   0.0100 1.7834853  3.9613  1.1357  4.3486  2.011  0.034  0.038  0.022  0.071  0.035  0.014  0.094
   0.0100 1.8079664  3.9655  1.1523  4.3548  1.982  0.029  0.031  0.018  0.062  0.031  0.011  0.083
   0.0100 1.8304602  3.9696  1.1713  4.3576  1.948  0.024  0.025  0.014  0.054  0.028  0.010  0.072
   0.0100 1.8517721  3.9737  1.1910  4.3594  1.912  0.018  0.019  0.010  0.047  0.025  0.010  0.060
   0.0100 1.8731658  3.9778  1.2110  4.3607  1.876  0.012  0.013  0.006  0.040  0.023  0.010  0.049
   0.0100 1.8947333  3.9818  1.2309  4.3620  1.840  0.005  0.008  0.003  0.034  0.021  0.009  0.037
   0.0100 1.9167464  3.9859  1.2509  4.3633  1.805 -0.004  0.003  0.000  0.027  0.020  0.009  0.025
   0.0100 1.9392896  3.9900  1.2710  4.3646  1.771 -0.013 -0.002 -0.003  0.021  0.018  0.009  0.012
   0.0100 1.9623182  3.9941  1.2912  4.3657  1.738 -0.025 -0.007 -0.005  0.015  0.016  0.008  0.000
   0.0100 1.9857941  3.9981  1.3116  4.3668  1.705 -0.038 -0.013 -0.008  0.009  0.014  0.009 -0.012
   0.0100 2.0096775  4.0022  1.3321  4.3677  1.674 -0.053 -0.019 -0.010  0.004  0.011  0.008 -0.025
   0.0100 2.0340247  4.0062  1.3527  4.3684  1.642 -0.068 -0.024 -0.012 -0.001  0.008  0.008 -0.038
   0.0100 2.0588396  4.0102  1.3735  4.3691  1.611 -0.083 -0.030 -0.015 -0.006  0.006  0.007 -0.051
   0.0100 2.0841386  4.0143  1.3943  4.3696  1.581 -0.100 -0.035 -0.017 -0.011  0.003  0.006 -0.064
   0.0100 2.1099112  4.0183  1.4153  4.3701  1.552 -0.117 -0.041 -0.019 -0.016 -0.001  0.005 -0.078
   0.0100 2.1362149  4.0223  1.4364  4.3704  1.522 -0.134 -0.046 -0.021 -0.020 -0.004  0.003 -0.091
   0.0100 2.1630639  4.0263  1.4577  4.3707  1.491 -0.149 -0.051 -0.023 -0.025 -0.007  0.002 -0.104
   0.0100 2.1904305  4.0303  1.4790  4.3708  1.460 -0.164 -0.056 -0.025 -0.030 -0.009  0.002 -0.116
   0.0100 2.2183012  4.0343  1.5005  4.3708  1.428 -0.179 -0.060 -0.027 -0.034 -0.012  0.001 -0.129
   0.0100 2.2467323  4.0383  1.5220  4.3708  1.397 -0.193 -0.065 -0.029 -0.039 -0.015  0.001 -0.141
   0.0100 2.2756987  4.0423  1.5436  4.3707  1.365 -0.207 -0.069 -0.030 -0.043 -0.017  0.000 -0.152
   0.0100 2.3051854  4.0463  1.5654  4.3705  1.332 -0.220 -0.073 -0.032 -0.048 -0.020  0.000 -0.164
   0.0100 2.3352705  4.0503  1.5872  4.3702  1.298 -0.232 -0.077 -0.034 -0.052 -0.022  0.001 -0.175
   0.0100 2.3659543  4.0542  1.6092  4.3698  1.264 -0.244 -0.081 -0.036 -0.056 -0.024  0.001 -0.186
   0.0100 2.3971670  4.0582  1.6312  4.3693  1.229 -0.256 -0.084 -0.038 -0.060 -0.026  0.002 -0.196
   0.0100 2.4289078  4.0622  1.6533  4.3688  1.194 -0.268 -0.088 -0.040 -0.065 -0.028  0.002 -0.206
   0.0100 2.4612666  4.0661  1.6754  4.3683  1.161 -0.280 -0.091 -0.042 -0.069 -0.029  0.002 -0.216
   0.0100 2.4942397  4.0701  1.6977  4.3676  1.127 -0.293 -0.095 -0.044 -0.073 -0.031  0.001 -0.224
   0.0100 2.5278064  4.0740  1.7201  4.3668  1.094 -0.305 -0.099 -0.046 -0.077 -0.032  0.001 -0.232
   0.0100 2.5619796  4.0780  1.7425  4.3659  1.060 -0.318 -0.102 -0.048 -0.081 -0.033 -0.000 -0.240
   0.0100 2.5967614  4.0819  1.7651  4.3650  1.026 -0.329 -0.106 -0.050 -0.084 -0.034 -0.002 -0.247
   0.0100 2.6322419  4.0859  1.7876  4.3641  0.991 -0.340 -0.109 -0.051 -0.088 -0.035 -0.003 -0.255
   0.0100 2.6684833  4.0898  1.8103  4.3630  0.955 -0.351 -0.111 -0.053 -0.091 -0.036 -0.004 -0.262
   0.0100 2.7053601  4.0937  1.8331  4.3619  0.919 -0.361 -0.114 -0.054 -0.094 -0.038 -0.005 -0.269
   0.0100 2.7428726  4.0976  1.8560  4.3607  0.882 -0.371 -0.116 -0.055 -0.097 -0.039 -0.007 -0.276
   0.0100 2.7810492  4.1015  1.8789  4.3595  0.847 -0.382 -0.119 -0.057 -0.100 -0.040 -0.008 -0.284
   0.0100 2.8198835  4.1055  1.9019  4.3582  0.812 -0.393 -0.122 -0.059 -0.103 -0.042 -0.009 -0.292
   0.0100 2.8594499  4.1094  1.9249  4.3569  0.777 -0.404 -0.125 -0.060 -0.106 -0.045 -0.010 -0.301
   0.0100 2.8996363  4.1133  1.9479  4.3555  0.743 -0.415 -0.128 -0.062 -0.109 -0.047 -0.010 -0.310
   0.0100 2.9404406  4.1172  1.9710  4.3541  0.708 -0.426 -0.131 -0.063 -0.112 -0.049 -0.011 -0.318
   0.0100 2.9819681  4.1211  1.9942  4.3527  0.674 -0.437 -0.133 -0.065 -0.114 -0.051 -0.011 -0.327
   0.0100 3.0242408  4.1250  2.0174  4.3511  0.640 -0.448 -0.136 -0.066 -0.117 -0.054 -0.012 -0.335
   0.0100 3.0673310  4.1289  2.0407  4.3496  0.606 -0.459 -0.139 -0.067 -0.120 -0.056 -0.012 -0.343
   0.0100 3.1112090  4.1328  2.0641  4.3480  0.572 -0.470 -0.141 -0.068 -0.123 -0.058 -0.012 -0.351
   0.0100 3.1558206  4.1367  2.0875  4.3463  0.539 -0.481 -0.144 -0.069 -0.125 -0.060 -0.012 -0.359
   0.0100 3.2010975  4.1406  2.1109  4.3446  0.506 -0.492 -0.146 -0.070 -0.128 -0.063 -0.011 -0.367
   0.0100 3.2470773  4.1444  2.1343  4.3430  0.473 -0.503 -0.149 -0.071 -0.130 -0.065 -0.011 -0.375
   0.0100 3.2938707  4.1483  2.1577  4.3413  0.439 -0.513 -0.151 -0.072 -0.133 -0.067 -0.010 -0.383
   0.0100 3.3415080  4.1522  2.1812  4.3395  0.404 -0.523 -0.153 -0.073 -0.135 -0.069 -0.010 -0.391
   0.0100 3.3899937  4.1561  2.2048  4.3377  0.369 -0.532 -0.156 -0.074 -0.138 -0.070 -0.011 -0.398
   0.0100 3.4393642  4.1600  2.2285  4.3358  0.333 -0.541 -0.158 -0.075 -0.140 -0.071 -0.011 -0.405
   0.0100 3.4896873  4.1638  2.2522  4.3339  0.297 -0.549 -0.160 -0.076 -0.143 -0.072 -0.011 -0.412
   0.0100 3.5408864  4.1677  2.2759  4.3319  0.261 -0.558 -0.162 -0.078 -0.145 -0.073 -0.011 -0.419
   0.0100 3.5928837  4.1716  2.2997  4.3300  0.224 -0.565 -0.164 -0.079 -0.148 -0.074 -0.012 -0.426
   0.0100 3.6457072  4.1754  2.3235  4.3280  0.187 -0.573 -0.166 -0.080 -0.150 -0.075 -0.012 -0.433
   0.0100 3.6994727  4.1793  2.3473  4.3259  0.151 -0.581 -0.168 -0.081 -0.152 -0.076 -0.013 -0.441
   0.0100 3.7541436  4.1831  2.3712  4.3239  0.115 -0.588 -0.170 -0.082 -0.155 -0.078 -0.013 -0.450
   0.0100 3.8096830  4.1870  2.3951  4.3218  0.078 -0.596 -0.172 -0.084 -0.157 -0.080 -0.013 -0.460
   0.0100 3.8661675  4.1909  2.4190  4.3198  0.042 -0.603 -0.174 -0.085 -0.159 -0.082 -0.014 -0.469
   0.0100 3.9236202  4.1947  2.4429  4.3177  0.005 -0.611 -0.176 -0.086 -0.162 -0.084 -0.014 -0.479
   0.0100 3.9820187  4.1986  2.4669  4.3155 -0.031 -0.618 -0.178 -0.087 -0.164 -0.086 -0.015 -0.490
   0.0100 4.0414214  4.2024  2.4909  4.3134 -0.068 -0.625 -0.180 -0.088 -0.166 -0.089 -0.015 -0.500
   0.0100 4.1019547  4.2063  2.5149  4.3112 -0.105 -0.632 -0.182 -0.089 -0.168 -0.091 -0.016 -0.510
   0.0100 4.1636019  4.2101  2.5390  4.3089 -0.142 -0.639 -0.184 -0.090 -0.171 -0.093 -0.016 -0.519
   0.0100 4.2263850  4.2140  2.5632  4.3066 -0.179 -0.646 -0.186 -0.091 -0.173 -0.095 -0.017 -0.527
   0.0100 4.2905493  4.2178  2.5875  4.3041 -0.217 -0.653 -0.188 -0.092 -0.175 -0.097 -0.018 -0.535
   0.0100 4.3559247  4.2216  2.6119  4.3017 -0.254 -0.659 -0.190 -0.093 -0.177 -0.099 -0.018 -0.543
   0.0100 4.4221546  4.2254  2.6362  4.2992 -0.292 -0.666 -0.191 -0.094 -0.179 -0.101 -0.019 -0.551
   0.0100 4.4892452  4.2293  2.6605  4.2968 -0.330 -0.673 -0.193 -0.095 -0.181 -0.102 -0.020 -0.558
   0.0100 4.5574387  4.2331  2.6848  4.2944 -0.368 -0.679 -0.195 -0.096 -0.183 -0.104 -0.021 -0.564
   0.0100 4.6269578  4.2369  2.7091  4.2919 -0.406 -0.686 -0.196 -0.097 -0.185 -0.105 -0.021 -0.570
   0.0100 4.6978849  4.2408  2.7336  4.2893 -0.445 -0.692 -0.198 -0.098 -0.187 -0.107 -0.022 -0.576
   0.0100 4.7701167  4.2446  2.7582  4.2867 -0.484 -0.698 -0.200 -0.099 -0.188 -0.108 -0.022 -0.581
   0.0100 4.8436442  4.2484  2.7827  4.2840 -0.523 -0.704 -0.201 -0.099 -0.190 -0.109 -0.023 -0.585
   0.0100 4.9186581  4.2522  2.8074  4.2813 -0.563 -0.710 -0.203 -0.100 -0.192 -0.110 -0.024 -0.589
 
#  age(Gyr)= 0.020
   0.0200 0.1603837  3.5032 -1.8240  4.4298 11.937  1.394  1.582  1.341  2.842  0.874  0.241  5.373
   0.0200 0.1705297  3.5056 -1.7866  4.4289 11.795  1.378  1.563  1.325  2.810  0.874  0.235  5.319
   0.0200 0.1811970  3.5081 -1.7493  4.4279 11.668  1.362  1.542  1.311  2.784  0.873  0.228  5.281
   0.0200 0.1925607  3.5107 -1.7127  4.4280 11.544  1.347  1.519  1.299  2.758  0.871  0.220  5.244
   0.0200 0.2045515  3.5133 -1.6760  4.4279 11.423  1.332  1.496  1.287  2.734  0.870  0.211  5.210
   0.0200 0.2171096  3.5159 -1.6399  4.4281 11.306  1.319  1.473  1.275  2.710  0.868  0.202  5.179
   0.0200 0.2301883  3.5186 -1.6041  4.4285 11.192  1.305  1.450  1.264  2.687  0.867  0.192  5.150
   0.0200 0.2437119  3.5213 -1.5687  4.4289 11.082  1.293  1.426  1.254  2.665  0.865  0.182  5.126
   0.0200 0.2580582  3.5241 -1.5338  4.4302 10.976  1.281  1.401  1.245  2.644  0.863  0.171  5.104
   0.0200 0.2728316  3.5270 -1.4990  4.4308 10.830  1.265  1.389  1.226  2.600  0.861  0.165  5.032
   0.0200 0.2888282  3.5298 -1.4646  4.4326 10.651  1.247  1.386  1.198  2.537  0.859  0.164  4.919
   0.0200 0.3048907  3.5328 -1.4310  4.4343 10.457  1.227  1.389  1.165  2.463  0.856  0.163  4.784
   0.0200 0.3221061  3.5357 -1.3971  4.4360 10.249  1.207  1.397  1.129  2.382  0.853  0.165  4.632
   0.0200 0.3395071  3.5387 -1.3641  4.4379 10.023  1.184  1.411  1.088  2.288  0.850  0.169  4.454
   0.0200 0.3578167  3.5418 -1.3312  4.4400  9.780  1.161  1.431  1.042  2.184  0.846  0.175  4.256
   0.0200 0.3763167  3.5448 -1.2984  4.4413  9.544  1.141  1.451  0.998  2.084  0.843  0.182  4.065
   0.0200 0.3956966  3.5479 -1.2659  4.4429  9.378  1.136  1.454  0.974  2.025  0.841  0.181  3.961
   0.0200 0.4156193  3.5510 -1.2339  4.4447  9.225  1.136  1.455  0.952  1.972  0.840  0.180  3.872
   0.0200 0.4361189  3.5542 -1.2021  4.4464  9.085  1.141  1.455  0.934  1.927  0.839  0.178  3.800
   0.0200 0.4568887  3.5574 -1.1707  4.4480  8.959  1.152  1.452  0.920  1.889  0.838  0.176  3.743
   0.0200 0.4778895  3.5606 -1.1395  4.4492  8.847  1.168  1.448  0.910  1.859  0.838  0.172  3.704
   0.0200 0.4987149  3.5639 -1.1089  4.4502  8.751  1.190  1.443  0.904  1.837  0.838  0.168  3.682
   0.0200 0.5197494  3.5672 -1.0785  4.4510  8.671  1.219  1.435  0.902  1.823  0.838  0.162  3.680
   0.0200 0.5397549  3.5705 -1.0490  4.4513  8.608  1.254  1.424  0.905  1.819  0.839  0.155  3.698
   0.0200 0.5598396  3.5739 -1.0197  4.4515  8.564  1.297  1.412  0.914  1.825  0.841  0.148  3.738
   0.0200 0.5791192  3.5773 -0.9909  4.4510  8.456  1.311  1.405  0.905  1.797  0.838  0.144  3.691
   0.0200 0.5978602  3.5808 -0.9629  4.4509  8.346  1.323  1.397  0.896  1.769  0.835  0.140  3.637
   0.0200 0.6164416  3.5843 -0.9349  4.4501  8.235  1.333  1.389  0.887  1.742  0.832  0.136  3.581
   0.0200 0.6344281  3.5879 -0.9072  4.4490  8.125  1.342  1.381  0.879  1.715  0.827  0.132  3.523
   0.0200 0.6518297  3.5914 -0.8798  4.4476  8.014  1.350  1.371  0.871  1.689  0.823  0.128  3.462
   0.0200 0.6688012  3.5950 -0.8526  4.4457  7.902  1.357  1.361  0.863  1.664  0.817  0.125  3.398
   0.0200 0.6847305  3.5986 -0.8266  4.4445  7.792  1.361  1.350  0.856  1.639  0.811  0.121  3.330
   0.0200 0.6995562  3.6022 -0.8006  4.4424  7.681  1.365  1.338  0.849  1.615  0.804  0.117  3.260
   0.0200 0.7131176  3.6060 -0.7755  4.4405  7.580  1.363  1.326  0.836  1.582  0.796  0.114  3.207
   0.0200 0.7276990  3.6095 -0.7487  4.4368  7.478  1.359  1.314  0.822  1.548  0.788  0.111  3.159
   0.0200 0.7388180  3.6134 -0.7261  4.4362  7.385  1.351  1.301  0.805  1.511  0.779  0.109  3.109
   0.0200 0.7447022  3.6176 -0.7098  4.4400  7.308  1.338  1.285  0.787  1.469  0.767  0.106  3.059
   0.0200 0.7489740  3.6218 -0.6957  4.4454  7.237  1.321  1.268  0.766  1.424  0.755  0.104  3.012
   0.0200 0.7532342  3.6260 -0.6812  4.4503  7.168  1.300  1.251  0.744  1.378  0.742  0.102  2.968
   0.0200 0.7581206  3.6302 -0.6655  4.4542  7.098  1.279  1.233  0.724  1.336  0.730  0.100  2.926
   0.0200 0.7666172  3.6342 -0.6452  4.4547  7.018  1.261  1.218  0.709  1.303  0.721  0.099  2.884
   0.0200 0.7767920  3.6381 -0.6227  4.4534  6.934  1.242  1.203  0.695  1.273  0.713  0.098  2.844
   0.0200 0.7874287  3.6419 -0.5994  4.4513  6.851  1.222  1.188  0.682  1.245  0.705  0.098  2.806
   0.0200 0.7974580  3.6458 -0.5764  4.4492  6.769  1.200  1.172  0.669  1.218  0.698  0.098  2.769
   0.0200 0.8071718  3.6496 -0.5536  4.4471  6.690  1.176  1.157  0.658  1.194  0.691  0.098  2.734
   0.0200 0.8163151  3.6535 -0.5314  4.4453  6.613  1.150  1.141  0.646  1.171  0.684  0.099  2.699
   0.0200 0.8254543  3.6574 -0.5087  4.4430  6.528  1.123  1.123  0.631  1.141  0.675  0.098  2.654
   0.0200 0.8339348  3.6613 -0.4866  4.4409  6.444  1.093  1.103  0.615  1.110  0.666  0.097  2.606
   0.0200 0.8430812  3.6651 -0.4637  4.4380  6.358  1.062  1.083  0.599  1.080  0.656  0.095  2.556
   0.0200 0.8513068  3.6690 -0.4416  4.4358  6.272  1.028  1.061  0.581  1.048  0.645  0.094  2.503
