#  X_0 = X0p602357; Z_0 = Z0p027643
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
   0.0080 0.5618435  3.5784 -0.7766  4.2277  7.802  1.449  1.449  0.888  1.764  0.879  0.163  3.644
   0.0080 0.5839268  3.5821 -0.7499  4.2326  7.678  1.454  1.438  0.872  1.721  0.872  0.159  3.576
   0.0080 0.6060768  3.5858 -0.7236  4.2374  7.562  1.456  1.426  0.856  1.681  0.864  0.155  3.510
   0.0080 0.6281771  3.5896 -0.6974  4.2418  7.458  1.455  1.415  0.841  1.645  0.857  0.152  3.450
   0.0080 0.6504123  3.5933 -0.6714  4.2460  7.370  1.452  1.404  0.828  1.613  0.850  0.149  3.397
   0.0080 0.6717094  3.5972 -0.6460  4.2498  7.291  1.448  1.393  0.816  1.583  0.843  0.147  3.347
   0.0080 0.6933641  3.6010 -0.6207  4.2536  7.217  1.443  1.382  0.804  1.554  0.836  0.144  3.298
   0.0080 0.7139830  3.6048 -0.5958  4.2568  7.147  1.436  1.371  0.793  1.527  0.829  0.141  3.253
   0.0080 0.7369927  3.6086 -0.5699  4.2597  7.072  1.428  1.361  0.783  1.503  0.823  0.139  3.212
   0.0080 0.7451912  3.6129 -0.5539  4.2656  7.015  1.419  1.350  0.772  1.479  0.815  0.137  3.169
   0.0080 0.7499719  3.6173 -0.5425  4.2748  6.964  1.408  1.339  0.762  1.455  0.808  0.135  3.127
   0.0080 0.7545535  3.6217 -0.5295  4.2820  6.904  1.398  1.328  0.753  1.434  0.802  0.133  3.089
   0.0080 0.7628066  3.6259 -0.5114  4.2854  6.829  1.388  1.318  0.743  1.413  0.796  0.131  3.052
   0.0080 0.7863317  3.6296 -0.4848  4.2868  6.735  1.378  1.308  0.734  1.393  0.790  0.129  3.018
   0.0080 0.8081985  3.6334 -0.4591  4.2882  6.642  1.365  1.297  0.724  1.372  0.783  0.127  2.980
   0.0080 0.8308167  3.6371 -0.4326  4.2887  6.545  1.351  1.285  0.714  1.349  0.776  0.125  2.940
   0.0080 0.8533613  3.6409 -0.4065  4.2892  6.449  1.334  1.270  0.703  1.324  0.767  0.123  2.895
   0.0080 0.8758400  3.6447 -0.3804  4.2894  6.352  1.315  1.255  0.692  1.298  0.758  0.121  2.849
   0.0080 0.8980777  3.6484 -0.3543  4.2892  6.257  1.294  1.239  0.679  1.273  0.748  0.119  2.802
   0.0080 0.9199433  3.6522 -0.3282  4.2887  6.162  1.270  1.223  0.667  1.247  0.738  0.116  2.753
   0.0080 0.9413508  3.6560 -0.3023  4.2879  6.068  1.245  1.206  0.655  1.221  0.728  0.114  2.706
   0.0080 0.9623620  3.6597 -0.2765  4.2868  5.976  1.218  1.189  0.643  1.196  0.717  0.111  2.658
   0.0080 0.9828484  3.6635 -0.2509  4.2855  5.884  1.190  1.172  0.631  1.171  0.707  0.109  2.611
   0.0080 1.0030560  3.6673 -0.2252  4.2838  5.794  1.160  1.154  0.619  1.147  0.696  0.107  2.563
   0.0080 1.0229955  3.6711 -0.1997  4.2821  5.704  1.127  1.136  0.607  1.122  0.684  0.105  2.515
   0.0080 1.0427019  3.6749 -0.1740  4.2798  5.614  1.091  1.117  0.595  1.099  0.671  0.103  2.467
   0.0080 1.0621618  3.6787 -0.1482  4.2772  5.526  1.054  1.097  0.583  1.075  0.659  0.101  2.418
   0.0080 1.0812026  3.6825 -0.1225  4.2744  5.438  1.015  1.078  0.571  1.052  0.646  0.099  2.370
   0.0080 1.0999196  3.6863 -0.0968  4.2712  5.352  0.976  1.059  0.559  1.030  0.633  0.097  2.324
   0.0080 1.1183847  3.6900 -0.0709  4.2676  5.266  0.937  1.040  0.548  1.008  0.621  0.095  2.280
   0.0080 1.1366126  3.6938 -0.0448  4.2637  5.180  0.897  1.021  0.537  0.988  0.608  0.093  2.235
   0.0080 1.1545977  3.6976 -0.0186  4.2592  5.094  0.858  1.002  0.527  0.969  0.596  0.091  2.191
   0.0080 1.1723489  3.7013  0.0079  4.2544  5.010  0.818  0.984  0.516  0.950  0.584  0.089  2.148
   0.0080 1.1898575  3.7050  0.0344  4.2492  4.926  0.778  0.965  0.506  0.931  0.571  0.088  2.106
   0.0080 1.2071304  3.7087  0.0613  4.2435  4.842  0.740  0.947  0.495  0.913  0.559  0.086  2.064
   0.0080 1.2239445  3.7124  0.0883  4.2372  4.758  0.702  0.928  0.485  0.895  0.547  0.084  2.024
   0.0080 1.2403504  3.7161  0.1155  4.2305  4.674  0.665  0.910  0.476  0.878  0.536  0.082  1.984
   0.0080 1.2564269  3.7198  0.1430  4.2232  4.590  0.630  0.892  0.466  0.861  0.525  0.080  1.945
   0.0080 1.2725048  3.7234  0.1711  4.2152  4.506  0.595  0.874  0.457  0.846  0.514  0.079  1.907
   0.0080 1.2881051  3.7270  0.1993  4.2066  4.422  0.562  0.857  0.448  0.830  0.503  0.077  1.870
   0.0080 1.3032964  3.7306  0.2279  4.1974  4.337  0.530  0.839  0.439  0.815  0.492  0.076  1.833
   0.0080 1.3179685  3.7341  0.2569  4.1875  4.253  0.500  0.822  0.431  0.800  0.482  0.075  1.797
   0.0080 1.3325299  3.7376  0.2865  4.1767  4.168  0.471  0.806  0.422  0.786  0.472  0.073  1.762
   0.0080 1.3467849  3.7411  0.3165  4.1651  4.082  0.443  0.789  0.414  0.772  0.462  0.071  1.728
   0.0080 1.3603452  3.7445  0.3468  4.1529  3.996  0.418  0.772  0.406  0.758  0.452  0.070  1.695
   0.0080 1.3733697  3.7479  0.3775  4.1399  3.910  0.393  0.756  0.397  0.745  0.442  0.068  1.662
   0.0080 1.3862403  3.7512  0.4090  4.1257  3.822  0.370  0.741  0.390  0.732  0.433  0.067  1.631
   0.0080 1.3985403  3.7545  0.4409  4.1109  3.734  0.348  0.726  0.382  0.719  0.424  0.066  1.600
   0.0080 1.4101523  3.7578  0.4728  4.0956  3.646  0.327  0.711  0.375  0.707  0.415  0.065  1.569
   0.0080 1.4216402  3.7610  0.5056  4.0791  3.557  0.307  0.696  0.368  0.695  0.406  0.063  1.540
   0.0080 1.4324905  3.7642  0.5384  4.0624  3.467  0.289  0.682  0.361  0.683  0.398  0.062  1.510
   0.0080 1.4428325  3.7674  0.5712  4.0455  3.378  0.271  0.667  0.354  0.672  0.389  0.060  1.481
   0.0080 1.4530790  3.7705  0.6045  4.0278  3.288  0.255  0.653  0.347  0.660  0.381  0.059  1.453
   0.0080 1.4626156  3.7737  0.6371  4.0110  3.200  0.239  0.638  0.340  0.648  0.372  0.058  1.423
   0.0080 1.4722287  3.7770  0.6696  3.9943  3.113  0.223  0.623  0.333  0.637  0.363  0.057  1.394
   0.0080 1.4818146  3.7802  0.7018  3.9778  3.026  0.209  0.608  0.326  0.625  0.354  0.056  1.365
   0.0080 1.4909712  3.7836  0.7331  3.9625  2.942  0.195  0.593  0.319  0.613  0.345  0.054  1.335
   0.0080 1.5001229  3.7870  0.7638  3.9482  2.860  0.183  0.578  0.313  0.600  0.336  0.052  1.305
   0.0080 1.5091544  3.7904  0.7940  3.9343  2.779  0.171  0.563  0.306  0.588  0.327  0.051  1.274
   0.0080 1.5176419  3.7940  0.8223  3.9228  2.702  0.160  0.547  0.299  0.575  0.318  0.049  1.242
   0.0080 1.5259275  3.7976  0.8499  3.9122  2.628  0.149  0.531  0.291  0.561  0.308  0.047  1.210
   0.0080 1.5340681  3.8014  0.8767  3.9026  2.556  0.140  0.514  0.284  0.548  0.298  0.046  1.177
   0.0080 1.5416478  3.8052  0.9013  3.8955  2.489  0.133  0.498  0.276  0.534  0.289  0.044  1.144
   0.0080 1.5471494  3.8094  0.9193  3.8959  2.438  0.127  0.480  0.269  0.518  0.278  0.042  1.108
   0.0080 1.5564409  3.8128  0.9493  3.8822  2.359  0.122  0.465  0.262  0.505  0.270  0.041  1.078
   0.0080 1.5628514  3.8169  0.9698  3.8798  2.303  0.119  0.448  0.254  0.489  0.260  0.039  1.043
   0.0080 1.5692331  3.8210  0.9900  3.8778  2.248  0.116  0.432  0.246  0.474  0.250  0.037  1.008
   0.0080 1.5753728  3.8252  1.0092  3.8769  2.195  0.114  0.415  0.237  0.458  0.240  0.036  0.972
   0.0080 1.5808043  3.8295  1.0259  3.8788  2.149  0.113  0.398  0.229  0.441  0.230  0.034  0.936
   0.0080 1.5860312  3.8338  1.0417  3.8817  2.106  0.114  0.381  0.220  0.424  0.220  0.032  0.900
   0.0080 1.5906690  3.8381  1.0553  3.8868  2.068  0.115  0.364  0.211  0.408  0.211  0.030  0.864
   0.0080 1.5950034  3.8425  1.0677  3.8932  2.034  0.117  0.349  0.203  0.391  0.202  0.029  0.830
   0.0080 1.5991165  3.8470  1.0791  3.9007  2.002  0.118  0.334  0.195  0.376  0.193  0.028  0.796
   0.0080 1.6030328  3.8514  1.0895  3.9092  1.973  0.120  0.319  0.186  0.361  0.185  0.027  0.763
   0.0080 1.6069351  3.8559  1.0994  3.9183  1.947  0.122  0.304  0.178  0.345  0.176  0.025  0.730
   0.0080 1.6107906  3.8604  1.1085  3.9282  1.922  0.123  0.289  0.170  0.329  0.167  0.024  0.697
   0.0080 1.6147454  3.8649  1.1170  3.9387  1.900  0.123  0.274  0.161  0.312  0.158  0.022  0.662
   0.0080 1.6188656  3.8694  1.1247  3.9501  1.879  0.121  0.257  0.152  0.296  0.149  0.021  0.626
   0.0080 1.6232735  3.8739  1.1314  3.9627  1.861  0.119  0.240  0.142  0.279  0.139  0.020  0.589
   0.0080 1.6281672  3.8785  1.1366  3.9770  1.848  0.117  0.222  0.132  0.261  0.130  0.018  0.551
   0.0080 1.6339413  3.8831  1.1390  3.9945  1.843  0.116  0.205  0.123  0.242  0.120  0.017  0.514
   0.0080 1.6416671  3.8876  1.1354  4.0183  1.854  0.114  0.189  0.115  0.224  0.111  0.015  0.477
   0.0080 1.6552457  3.8913  1.1113  4.0606  1.916  0.112  0.178  0.108  0.211  0.105  0.014  0.451
   0.0080 1.6706339  3.8904  1.0678  4.1046  2.026  0.114  0.183  0.111  0.216  0.108  0.015  0.461
   0.0080 1.6836350  3.8877  1.0306  4.1345  2.119  0.116  0.194  0.117  0.229  0.114  0.015  0.486
   0.0080 1.7023965  3.8847  0.9959  4.1622  2.207  0.117  0.207  0.124  0.243  0.120  0.017  0.514
   0.0080 1.7287863  3.8885  1.0061  4.1735  2.182  0.116  0.193  0.117  0.227  0.113  0.015  0.483
   0.0080 1.7386468  3.8926  1.0257  4.1730  2.135  0.112  0.178  0.108  0.211  0.105  0.014  0.449
   0.0080 1.7466143  3.8968  1.0450  4.1722  2.088  0.107  0.165  0.100  0.195  0.097  0.013  0.416
   0.0080 1.7537750  3.9009  1.0641  4.1716  2.043  0.099  0.152  0.093  0.182  0.089  0.013  0.384
   0.0080 1.7604883  3.9051  1.0827  4.1713  2.000  0.091  0.139  0.086  0.167  0.082  0.012  0.354
   0.0080 1.7669295  3.9093  1.1009  4.1715  1.959  0.083  0.127  0.079  0.153  0.075  0.010  0.324
   0.0080 1.7731390  3.9135  1.1186  4.1723  1.920  0.074  0.114  0.072  0.139  0.068  0.009  0.295
   0.0080 1.7791430  3.9178  1.1358  4.1736  1.883  0.065  0.103  0.066  0.126  0.061  0.008  0.268
   0.0080 1.7849484  3.9220  1.1524  4.1753  1.848  0.056  0.093  0.061  0.114  0.055  0.007  0.244
   0.0080 1.7905333  3.9263  1.1687  4.1776  1.814  0.047  0.084  0.056  0.104  0.050  0.006  0.221
   0.0080 1.7959070  3.9306  1.1844  4.1804  1.783  0.038  0.076  0.052  0.095  0.045  0.006  0.201
   0.0080 1.8010931  3.9349  1.1997  4.1836  1.754  0.029  0.068  0.048  0.087  0.041  0.006  0.182
   0.0080 1.8061951  3.9393  1.2145  4.1873  1.727  0.021  0.060  0.044  0.078  0.036  0.005  0.163
   0.0080 1.8113256  3.9436  1.2288  4.1916  1.702  0.012  0.053  0.040  0.070  0.032  0.005  0.145
   0.0080 1.8165980  3.9480  1.2425  4.1967  1.679  0.004  0.045  0.037  0.061  0.028  0.004  0.128
   0.0080 1.8222319  3.9524  1.2553  4.2029  1.660 -0.005  0.038  0.033  0.052  0.023  0.003  0.110
   0.0080 1.8280815  3.9568  1.2675  4.2097  1.643 -0.013  0.030  0.030  0.042  0.019  0.002  0.093
   0.0080 1.8343822  3.9612  1.2787  4.2177  1.628 -0.021  0.023  0.027  0.034  0.016  0.001  0.078
   0.0080 1.8415563  3.9657  1.2885  4.2275  1.619 -0.028  0.017  0.024  0.026  0.012  0.000  0.063
   0.0080 1.8502974  3.9702  1.2963  4.2398  1.615 -0.035  0.010  0.022  0.018  0.009 -0.000  0.049
   0.0080 1.8622252  3.9748  1.3006  4.2566  1.620 -0.041  0.004  0.019  0.011  0.005 -0.001  0.035
   0.0080 1.8850649  3.9793  1.2967  4.2840  1.647 -0.047 -0.002  0.016  0.003  0.002 -0.001  0.022
   0.0080 1.9301211  3.9837  1.3001  4.3085  1.655 -0.052 -0.007  0.014 -0.003 -0.001 -0.001  0.010
   0.0080 1.9584577  3.9879  1.3193  4.3122  1.622 -0.058 -0.013  0.011 -0.008 -0.003 -0.001 -0.000
   0.0080 1.9828779  3.9920  1.3398  4.3135  1.587 -0.065 -0.018  0.009 -0.014 -0.005 -0.001 -0.010
   0.0080 2.0067223  3.9961  1.3605  4.3144  1.551 -0.073 -0.022  0.007 -0.020 -0.008 -0.001 -0.020
   0.0080 2.0308888  4.0002  1.3814  4.3150  1.515 -0.081 -0.027  0.005 -0.026 -0.010 -0.002 -0.030
   0.0080 2.0555521  4.0042  1.4023  4.3155  1.480 -0.090 -0.032  0.003 -0.031 -0.012 -0.002 -0.039
   0.0080 2.0806977  4.0083  1.4234  4.3160  1.445 -0.099 -0.036  0.001 -0.036 -0.014 -0.002 -0.049
   0.0080 2.1063881  4.0124  1.4445  4.3165  1.409 -0.109 -0.040 -0.001 -0.042 -0.017 -0.002 -0.058
   0.0080 2.1326094  4.0164  1.4657  4.3169  1.374 -0.121 -0.044 -0.003 -0.047 -0.019 -0.003 -0.067
   0.0080 2.1593312  4.0205  1.4871  4.3171  1.339 -0.133 -0.048 -0.005 -0.052 -0.021 -0.003 -0.075
   0.0080 2.1865580  4.0245  1.5085  4.3173  1.304 -0.147 -0.052 -0.007 -0.057 -0.023 -0.004 -0.084
   0.0080 2.2142550  4.0285  1.5301  4.3173  1.268 -0.162 -0.055 -0.009 -0.062 -0.024 -0.004 -0.093
   0.0080 2.2424467  4.0326  1.5517  4.3173  1.233 -0.178 -0.059 -0.010 -0.067 -0.026 -0.005 -0.101
   0.0080 2.2711400  4.0366  1.5735  4.3172  1.199 -0.190 -0.062 -0.012 -0.072 -0.028 -0.005 -0.110
   0.0080 2.3003553  4.0406  1.5954  4.3170  1.164 -0.202 -0.066 -0.014 -0.076 -0.030 -0.006 -0.118
   0.0080 2.3301240  4.0447  1.6173  4.3166  1.130 -0.214 -0.069 -0.016 -0.081 -0.032 -0.006 -0.126
   0.0080 2.3604366  4.0487  1.6394  4.3162  1.095 -0.225 -0.072 -0.017 -0.085 -0.034 -0.006 -0.134
   0.0080 2.3912421  4.0527  1.6615  4.3158  1.061 -0.236 -0.076 -0.019 -0.089 -0.036 -0.007 -0.142
   0.0080 2.4225491  4.0567  1.6837  4.3152  1.027 -0.247 -0.079 -0.021 -0.094 -0.038 -0.007 -0.150
   0.0080 2.4544213  4.0607  1.7060  4.3146  0.994 -0.257 -0.082 -0.022 -0.098 -0.040 -0.007 -0.158
   0.0080 2.4868340  4.0647  1.7283  4.3140  0.961 -0.266 -0.085 -0.024 -0.102 -0.041 -0.008 -0.166
   0.0080 2.5197590  4.0687  1.7507  4.3133  0.928 -0.274 -0.088 -0.025 -0.106 -0.043 -0.008 -0.174
   0.0080 2.5532468  4.0727  1.7732  4.3125  0.895 -0.282 -0.092 -0.027 -0.110 -0.045 -0.008 -0.182
   0.0080 2.5873128  4.0766  1.7957  4.3117  0.863 -0.288 -0.095 -0.028 -0.114 -0.047 -0.008 -0.190
   0.0080 2.6219692  4.0806  1.8183  4.3108  0.832 -0.293 -0.098 -0.029 -0.118 -0.049 -0.008 -0.197
   0.0080 2.6572375  4.0846  1.8410  4.3099  0.800 -0.301 -0.101 -0.031 -0.122 -0.051 -0.008 -0.205
   0.0080 2.6931077  4.0886  1.8637  4.3089  0.768 -0.310 -0.104 -0.032 -0.125 -0.053 -0.008 -0.213
   0.0080 2.7296646  4.0925  1.8865  4.3078  0.736 -0.320 -0.107 -0.033 -0.129 -0.055 -0.009 -0.221
   0.0080 2.7669381  4.0965  1.9094  4.3066  0.704 -0.329 -0.110 -0.035 -0.133 -0.057 -0.009 -0.228
   0.0080 2.8048080  4.1005  1.9324  4.3054  0.673 -0.339 -0.113 -0.036 -0.137 -0.059 -0.009 -0.236
   0.0080 2.8433401  4.1044  1.9555  4.3041  0.642 -0.350 -0.116 -0.038 -0.140 -0.060 -0.009 -0.244
   0.0080 2.8825527  4.1084  1.9785  4.3028  0.611 -0.361 -0.119 -0.039 -0.144 -0.062 -0.010 -0.252
   0.0080 2.9222965  4.1123  2.0016  4.3015  0.580 -0.372 -0.122 -0.041 -0.147 -0.064 -0.010 -0.259
   0.0080 2.9626049  4.1163  2.0246  4.3002  0.550 -0.383 -0.125 -0.042 -0.151 -0.066 -0.010 -0.267
   0.0080 3.0035629  4.1202  2.0477  4.2989  0.520 -0.395 -0.128 -0.044 -0.154 -0.067 -0.011 -0.274
   0.0080 3.0453306  4.1242  2.0710  4.2975  0.490 -0.408 -0.131 -0.045 -0.158 -0.069 -0.011 -0.282
   0.0080 3.0879387  4.1281  2.0943  4.2960  0.460 -0.421 -0.134 -0.047 -0.161 -0.071 -0.011 -0.290
   0.0080 3.1313071  4.1321  2.1176  4.2944  0.431 -0.434 -0.136 -0.048 -0.165 -0.072 -0.012 -0.297
   0.0080 3.1753177  4.1360  2.1410  4.2928  0.402 -0.446 -0.139 -0.050 -0.168 -0.074 -0.012 -0.305
   0.0080 3.2198624  4.1399  2.1644  4.2913  0.374 -0.458 -0.142 -0.051 -0.172 -0.076 -0.012 -0.313
   0.0080 3.2649953  4.1439  2.1877  4.2897  0.346 -0.469 -0.145 -0.053 -0.176 -0.078 -0.013 -0.321
   0.0080 3.3107501  4.1478  2.2110  4.2882  0.319 -0.480 -0.148 -0.054 -0.180 -0.080 -0.013 -0.330
   0.0080 3.3572249  4.1518  2.2344  4.2867  0.293 -0.490 -0.151 -0.056 -0.184 -0.082 -0.013 -0.338
   0.0080 3.4046153  4.1557  2.2578  4.2850  0.267 -0.501 -0.154 -0.057 -0.188 -0.084 -0.014 -0.346
   0.0080 3.4532510  4.1596  2.2815  4.2832  0.241 -0.511 -0.156 -0.058 -0.192 -0.086 -0.014 -0.355
   0.0080 3.5031017  4.1635  2.3053  4.2812  0.214 -0.521 -0.159 -0.060 -0.196 -0.088 -0.014 -0.364
   0.0080 3.5538575  4.1674  2.3292  4.2792  0.189 -0.531 -0.162 -0.061 -0.200 -0.090 -0.014 -0.373
   0.0080 3.6051635  4.1713  2.3531  4.2772  0.164 -0.540 -0.165 -0.062 -0.205 -0.092 -0.015 -0.382
   0.0080 3.6570234  4.1753  2.3768  4.2753  0.139 -0.550 -0.167 -0.064 -0.209 -0.094 -0.015 -0.391
   0.0080 3.7096481  4.1792  2.4006  4.2734  0.116 -0.558 -0.170 -0.065 -0.214 -0.096 -0.015 -0.400
   0.0080 3.7630939  4.1831  2.4243  4.2715  0.089 -0.568 -0.173 -0.066 -0.218 -0.098 -0.015 -0.409
   0.0080 3.8174085  4.1870  2.4481  4.2696  0.062 -0.578 -0.176 -0.068 -0.222 -0.100 -0.016 -0.418
   0.0080 3.8726708  4.1909  2.4720  4.2677  0.035 -0.588 -0.179 -0.069 -0.226 -0.102 -0.016 -0.427
   0.0080 3.9288795  4.1948  2.4958  4.2657  0.006 -0.597 -0.181 -0.070 -0.230 -0.104 -0.016 -0.436
   0.0080 3.9860076  4.1987  2.5197  4.2637 -0.022 -0.607 -0.184 -0.072 -0.234 -0.106 -0.017 -0.445
   0.0080 4.0440559  4.2026  2.5437  4.2616 -0.052 -0.616 -0.187 -0.073 -0.237 -0.108 -0.017 -0.454
   0.0080 4.1031240  4.2065  2.5676  4.2596 -0.082 -0.626 -0.190 -0.074 -0.241 -0.110 -0.017 -0.462
   0.0080 4.1632921  4.2104  2.5917  4.2575 -0.114 -0.635 -0.192 -0.076 -0.245 -0.112 -0.018 -0.471
   0.0080 4.2246525  4.2143  2.6158  4.2552 -0.146 -0.645 -0.195 -0.077 -0.248 -0.114 -0.018 -0.480
   0.0080 4.2874093  4.2182  2.6401  4.2529 -0.180 -0.654 -0.198 -0.079 -0.251 -0.116 -0.018 -0.489
   0.0080 4.3512754  4.2221  2.6645  4.2504 -0.215 -0.664 -0.201 -0.080 -0.254 -0.118 -0.019 -0.497
   0.0080 4.4159073  4.2260  2.6887  4.2481 -0.251 -0.673 -0.203 -0.081 -0.257 -0.120 -0.019 -0.506
   0.0080 4.4819886  4.2298  2.7134  4.2453 -0.288 -0.681 -0.206 -0.083 -0.260 -0.122 -0.020 -0.514
   0.0080 4.5485814  4.2337  2.7377  4.2429 -0.324 -0.690 -0.208 -0.084 -0.263 -0.124 -0.020 -0.521
   0.0080 4.6145885  4.2376  2.7611  4.2416 -0.359 -0.698 -0.211 -0.085 -0.266 -0.126 -0.020 -0.529
   0.0080 4.6781602  4.2417  2.7823  4.2426 -0.388 -0.707 -0.213 -0.086 -0.269 -0.128 -0.021 -0.537
 
#  age(Gyr)= 0.010
   0.0100 0.1597084  3.4914 -1.6436  4.2004 11.362  1.189  1.627  1.208  2.819  0.947  0.255  5.245
   0.0100 0.1693651  3.4942 -1.6083  4.2021 11.201  1.192  1.619  1.190  2.766  0.945  0.251  5.166
   0.0100 0.1793178  3.4971 -1.5733  4.2034 11.046  1.196  1.612  1.174  2.718  0.944  0.247  5.094
   0.0100 0.1898155  3.5001 -1.5388  4.2055 10.898  1.202  1.606  1.160  2.676  0.943  0.243  5.031
   0.0100 0.2006465  3.5031 -1.5049  4.2079 10.758  1.208  1.599  1.148  2.634  0.941  0.240  4.969
   0.0100 0.2118929  3.5061 -1.4710  4.2097 10.625  1.211  1.592  1.132  2.585  0.940  0.236  4.899
   0.0100 0.2234945  3.5093 -1.4383  4.2127 10.497  1.216  1.586  1.120  2.545  0.939  0.233  4.840
   0.0100 0.2354775  3.5124 -1.4053  4.2150 10.370  1.222  1.582  1.112  2.517  0.938  0.230  4.797
   0.0100 0.2490278  3.5157 -1.3731  4.2200 10.244  1.230  1.578  1.102  2.485  0.936  0.227  4.749
   0.0100 0.2608294  3.5189 -1.3413  4.2213 10.114  1.240  1.572  1.090  2.443  0.935  0.224  4.689
   0.0100 0.2740762  3.5221 -1.3093  4.2237  9.985  1.252  1.566  1.079  2.405  0.934  0.221  4.631
   0.0100 0.2880820  3.5254 -1.2781  4.2273  9.856  1.266  1.560  1.069  2.367  0.932  0.217  4.574
   0.0100 0.3022921  3.5287 -1.2468  4.2302  9.725  1.279  1.554  1.058  2.327  0.930  0.214  4.514
   0.0100 0.3171518  3.5321 -1.2159  4.2335  9.594  1.291  1.548  1.046  2.286  0.927  0.210  4.452
   0.0100 0.3326135  3.5355 -1.1855  4.2372  9.463  1.305  1.542  1.035  2.245  0.925  0.206  4.389
   0.0100 0.3486140  3.5388 -1.1551  4.2408  9.332  1.319  1.535  1.023  2.203  0.922  0.202  4.325
   0.0100 0.3651578  3.5422 -1.1250  4.2445  9.199  1.333  1.527  1.011  2.160  0.919  0.199  4.260
   0.0100 0.3825913  3.5456 -1.0946  4.2479  9.066  1.347  1.520  1.000  2.118  0.916  0.195  4.194
   0.0100 0.4010289  3.5490 -1.0642  4.2514  8.937  1.359  1.512  0.989  2.078  0.912  0.191  4.132
   0.0100 0.4200401  3.5524 -1.0343  4.2553  8.815  1.370  1.505  0.978  2.041  0.909  0.188  4.076
   0.0100 0.4402037  3.5559 -1.0042  4.2593  8.695  1.380  1.499  0.969  2.008  0.906  0.185  4.024
   0.0100 0.4601656  3.5593 -0.9749  4.2632  8.578  1.389  1.492  0.959  1.976  0.904  0.182  3.973
   0.0100 0.4815481  3.5628 -0.9457  4.2676  8.459  1.398  1.486  0.949  1.942  0.900  0.179  3.920
   0.0100 0.5026797  3.5664 -0.9173  4.2721  8.338  1.408  1.478  0.937  1.904  0.896  0.175  3.861
   0.0100 0.5245544  3.5699 -0.8889  4.2763  8.214  1.417  1.470  0.923  1.864  0.891  0.171  3.797
   0.0100 0.5461675  3.5735 -0.8613  4.2808  8.088  1.426  1.460  0.909  1.822  0.886  0.168  3.730
   0.0100 0.5683474  3.5772 -0.8338  4.2851  7.962  1.434  1.450  0.894  1.780  0.879  0.164  3.662
   0.0100 0.5898776  3.5808 -0.8071  4.2892  7.838  1.439  1.439  0.878  1.737  0.872  0.160  3.594
   0.0100 0.6117398  3.5845 -0.7806  4.2933  7.720  1.443  1.428  0.862  1.696  0.865  0.156  3.528
   0.0100 0.6331016  3.5883 -0.7545  4.2970  7.612  1.443  1.416  0.847  1.659  0.857  0.152  3.467
   0.0100 0.6541564  3.5920 -0.7284  4.3001  7.519  1.442  1.405  0.833  1.626  0.850  0.150  3.412
   0.0100 0.6750493  3.5958 -0.7029  4.3032  7.440  1.439  1.395  0.821  1.596  0.844  0.148  3.362
   0.0100 0.6948555  3.5996 -0.6779  4.3061  7.366  1.435  1.384  0.809  1.567  0.837  0.145  3.313
   0.0100 0.7147316  3.6034 -0.6529  4.3085  7.295  1.429  1.373  0.798  1.539  0.830  0.142  3.267
   0.0100 0.7359977  3.6071 -0.6272  4.3105  7.222  1.422  1.363  0.787  1.515  0.824  0.140  3.225
   0.0100 0.7444680  3.6113 -0.6103  4.3154  7.164  1.413  1.352  0.777  1.490  0.817  0.137  3.182
   0.0100 0.7491694  3.6157 -0.5988  4.3243  7.116  1.403  1.341  0.766  1.466  0.810  0.135  3.140
   0.0100 0.7536763  3.6201 -0.5864  4.3320  7.059  1.394  1.330  0.757  1.444  0.803  0.133  3.102
   0.0100 0.7598353  3.6244 -0.5710  4.3372  6.990  1.384  1.320  0.748  1.423  0.797  0.132  3.065
   0.0100 0.7777292  3.6282 -0.5466  4.3382  6.901  1.374  1.310  0.739  1.403  0.791  0.130  3.030
   0.0100 0.7975026  3.6320 -0.5211  4.3387  6.810  1.364  1.300  0.729  1.383  0.785  0.128  2.994
   0.0100 0.8168142  3.6357 -0.4957  4.3387  6.716  1.351  1.288  0.719  1.360  0.778  0.126  2.955
   0.0100 0.8360454  3.6395 -0.4704  4.3386  6.621  1.335  1.275  0.709  1.336  0.770  0.124  2.912
   0.0100 0.8551827  3.6433 -0.4448  4.3379  6.526  1.317  1.260  0.697  1.310  0.761  0.122  2.867
   0.0100 0.8740425  3.6470 -0.4194  4.3370  6.432  1.297  1.245  0.685  1.284  0.751  0.119  2.820
   0.0100 0.8926317  3.6508 -0.3940  4.3359  6.339  1.275  1.228  0.673  1.258  0.741  0.117  2.771
   0.0100 0.9107128  3.6546 -0.3689  4.3347  6.247  1.250  1.212  0.660  1.233  0.731  0.114  2.723
   0.0100 0.9283512  3.6584 -0.3438  4.3331  6.155  1.224  1.195  0.648  1.207  0.721  0.112  2.676
   0.0100 0.9455506  3.6622 -0.3188  4.3313  6.065  1.197  1.178  0.636  1.182  0.710  0.110  2.628
   0.0100 0.9624092  3.6660 -0.2939  4.3293  5.976  1.168  1.160  0.624  1.157  0.699  0.108  2.580
   0.0100 0.9789329  3.6698 -0.2691  4.3271  5.888  1.136  1.142  0.612  1.132  0.688  0.106  2.532
